"","X","FY","Division","Code","Month","MonthNumber","MonthSortKey","FND_CAT","Pillar","Numerator_Hours","Denominator_Hours","Rate"
"1927",1927,2019,220,"221","Feb","05--Feb",5,"MISSION","CMO",269.5,2392,0.112667224
"4948",4948,2020,290,"292","Nov","02--Nov",2,"MISSION","OVERHEAD",0,109,0
"2228",2228,2019,240,"243","Sep","12--Sep",12,"MISSION","TSRA",0,165,0
"1491",1491,2018,290,"291","Oct","01--Oct",1,"MISSION","TSRA",0,133,0
"1762",1762,2019,200,"205A","Dec","03--Dec",3,"MISSION","OVERHEAD",47.5,1006,0.0472167
"3946",3946,2020,240,"243","Jan","04--Jan",4,"MISSION","TSRA",74.5,526.5,0.141500475
"4400",4400,2020,260,"263","Aug","11--Aug",11,"MISSION","CMO",23,221,0.104072398
"2835",2835,2019,280,"281","Dec","03--Dec",3,"MISSION","UNIQ",11,164,0.067073171
"338",338,2018,220,"224","May","08--May",8,"MISSION","OVERHEAD",67,604,0.110927152
"2658",2658,2019,260,"262","Nov","02--Nov",2,"MISSION","CMO",32,100.2,0.319361277
"452",452,2018,240,"242","Jun","09--Jun",9,"MISSION","OVERHEAD",0,178,0
"756",756,2018,250,"255","Apr","07--Apr",7,"MISSION","CMO",0,74,0
"2143",2143,2019,240,"242","Jul","10--Jul",10,"MISSION","OVERHEAD",0,144,0
"3319",3319,2019,290,"292","May","08--May",8,"MISSION","FTS",9,328,0.027439024
"1683",1683,2018,290,"295","Nov","02--Nov",2,"MISSION","OVERHEAD",0,38,0
"1216",1216,2018,280,"283","Sep","12--Sep",12,"REIMB","REIMB",170,185.5,0.916442049
"4499",4499,2020,260,"264","May","08--May",8,"MISSION","CMO",273,518,0.527027027
"1035",1035,2018,260,"264","Mar","06--Mar",6,"REIMB","REIMB",88.5,167,0.52994012
"880",880,2018,260,"262","Apr","07--Apr",7,"REIMB","REIMB",37,22.5,1.644444444
"3402",3402,2019,290,"294","Jan","04--Jan",4,"MISSION","OVERHEAD",2,251.5,0.007952286
"4489",4489,2020,260,"264","Jun","09--Jun",9,"MISSION","FTS",400,1210,0.330578512
"3385",3385,2019,290,"294","Apr","07--Apr",7,"MISSION","FTS",11,927.5,0.011859838
"1176",1176,2018,280,"283","Dec","03--Dec",3,"REIMB","REIMB",8,50,0.16
"3316",3316,2019,290,"292","Mar","06--Mar",6,"MISSION","TSRA",0,164,0
"154",154,2018,210,"212","Jun","09--Jun",9,"MISSION","FTS",53,748.5,0.070808283
"3738",3738,2020,220,"222","Jun","09--Jun",9,"MISSION","CMO",99.5,1608,0.061878109
"1702",1702,2018,290,"296","Dec","03--Dec",3,"MISSION","FTS",45,950,0.047368421
"781",781,2018,250,"255","Jul","10--Jul",10,"MISSION","OVERHEAD",30,197,0.152284264
"2359",2359,2019,250,"252","Oct","01--Oct",1,"MISSION","TSRA",32,730,0.043835616
"2779",2779,2019,260,"264","Jun","09--Jun",9,"MISSION","TSRA",0,40,0
"472",472,2018,240,"243","Apr","07--Apr",7,"MISSION","FTS",0,887.5,0
"4620",4620,2020,280,"283","Apr","07--Apr",7,"MISSION","FTS",1,761.5,0.001313198
"1604",1604,2018,290,"294","Feb","05--Feb",5,"MISSION","OVERHEAD",0,166,0
"3261",3261,2019,290,"291","May","08--May",8,"MISSION","TSRA",0,415,0
"2119",2119,2019,240,"242","Apr","07--Apr",7,"MISSION","CMO",10,50,0.2
"2035",2035,2019,220,"224","Feb","05--Feb",5,"REIMB","",7,576.5,0.012142238
"1415",1415,2018,280,"287","May","08--May",8,"MISSION","FTS",107,716,0.149441341
"1033",1033,2018,260,"264","Mar","06--Mar",6,"MISSION","OVERHEAD",12,346,0.034682081
"1084",1084,2018,280,"281","Jul","10--Jul",10,"MISSION","CMO",0,147,0
"3462",3462,2019,290,"295","May","08--May",8,"MISSION","CMO",30,114,0.263157895
"3613",3613,2020,210,"211","Mar","06--Mar",6,"MISSION","FTS",0,128,0
"1288",1288,2018,280,"285","Dec","03--Dec",3,"MISSION","FTS",2,752,0.002659574
"317",317,2018,220,"224","Dec","03--Dec",3,"MISSION","OVERHEAD",6.5,306,0.02124183
"4205",4205,2020,250,"254","Nov","02--Nov",2,"MISSION","FTS",41.5,662,0.062688822
"4796",4796,2020,280,"286","Nov","02--Nov",2,"MISSION","OVERHEAD",0,122,0
"4005",4005,2020,250,"251","Feb","05--Feb",5,"MISSION","OVERHEAD",2.5,281.7,0.008874689
"649",649,2018,250,"252","Oct","01--Oct",1,"MISSION","OVERHEAD",24,158,0.151898734
"4096",4096,2020,250,"252","Nov","02--Nov",2,"MISSION","OVERHEAD",33,220,0.15
"896",896,2018,260,"262","Jan","04--Jan",4,"MISSION","CMO",0,17,0
"1018",1018,2018,260,"264","Jan","04--Jan",4,"MISSION","OVERHEAD",0,138,0
"1830",1830,2019,210,"211","Feb","05--Feb",5,"MISSION","FTS",0,32,0
"4312",4312,2020,260,"261","Mar","06--Mar",6,"MISSION","TSRA",0,89,0
"2394",2394,2019,250,"253","Jul","10--Jul",10,"MISSION","FTS",0,254,0
"1284",1284,2018,280,"285","Aug","11--Aug",11,"MISSION","FTS",26.5,1451.5,0.018256976
"1096",1096,2018,280,"281","Mar","06--Mar",6,"MISSION","TSRA",2,315,0.006349206
"6",6,2018,200,"200","Jul","10--Jul",10,"MISSION","OVERHEAD",20,0,0
"4026",4026,2020,250,"251","Mar","06--Mar",6,"MISSION","TSRA",0,478,0
"1272",1272,2018,280,"284","Oct","01--Oct",1,"MISSION","TSRA",116.7,340,0.343235294
"3588",3588,2020,210,"210","Sep","12--Sep",12,"MISSION","OVERHEAD",0,160,0
"4993",4993,2020,290,"293","Oct","01--Oct",1,"MISSION","FTS",3,1277.2,0.002348888
"3134",3134,2019,280,"286","Jun","09--Jun",9,"REIMB","",0,8,0
"2477",2477,2019,250,"254","Sep","12--Sep",12,"MISSION","OVERHEAD",20,234,0.085470085
"352",352,2018,220,"224","Sep","12--Sep",12,"REIMB","REIMB",0,300,0
"1067",1067,2018,280,"281","Apr","07--Apr",7,"MISSION","OVERHEAD",31.5,294.5,0.106960951
"3073",3073,2019,280,"285","Jul","10--Jul",10,"MISSION","OVERHEAD",4.5,395,0.011392405
"3361",3361,2019,290,"293","Jul","10--Jul",10,"MISSION","UNIQ",0,8,0
"1538",1538,2018,290,"292","May","08--May",8,"MISSION","OVERHEAD",26.5,344,0.077034884
"1208",1208,2018,280,"283","Oct","01--Oct",1,"MISSION","FTS",43.5,924,0.047077922
"3788",3788,2020,220,"224","Jan","04--Jan",4,"MISSION","CMO",154.3,1264,0.122072785
"3677",3677,2020,220,"221","Apr","07--Apr",7,"MISSION","OVERHEAD",2,394,0.005076142
"2923",2923,2019,280,"282","Oct","01--Oct",1,"MISSION","UNIQ",10,332,0.030120482
"2869",2869,2019,280,"281","Oct","01--Oct",1,"MISSION","UNIQ",0,193.5,0
"3410",3410,2019,290,"294","Jun","09--Jun",9,"MISSION","TSRA",0,300,0
"2293",2293,2019,250,"251","Nov","02--Nov",2,"MISSION","UNIQ",0,26,0
"4299",4299,2020,260,"261","Jan","04--Jan",4,"REIMB","",0,4,0
"191",191,2018,220,"220","Jun","09--Jun",9,"MISSION","OVERHEAD",42.7,104,0.410576923
"4004",4004,2020,250,"251","Feb","05--Feb",5,"MISSION","FTS",213.5,768.5,0.277813923
"2083",2083,2019,240,"241","Dec","03--Dec",3,"MISSION","TSRA",0,18,0
"1077",1077,2018,280,"281","Feb","05--Feb",5,"MISSION","FTS",339,1683,0.201426025
"1427",1427,2018,280,"287","Sep","12--Sep",12,"MISSION","FTS",37,605.5,0.061106524
"1347",1347,2018,280,"286","Jan","04--Jan",4,"MISSION","FTS",22,727,0.030261348
"2096",2096,2019,240,"241","Jun","09--Jun",9,"MISSION","CMO",0,133,0
"989",989,2018,260,"263","Oct","01--Oct",1,"MISSION","TSRA",13,265,0.049056604
"3972",3972,2020,240,"243","Sep","12--Sep",12,"MISSION","FTS",16,444,0.036036036
"4273",4273,2020,260,"260","May","08--May",8,"MISSION","OVERHEAD",0,160,0
"3229",3229,2019,290,"291","Aug","11--Aug",11,"MISSION","FTS",56,882.5,0.063456091
"540",540,2018,250,"250","Oct","01--Oct",1,"MISSION","FTS",4,0,0
"1767",1767,2019,200,"205A","Jan","04--Jan",4,"MISSION","TSRA",0,165,0
"1504",1504,2018,290,"292","Aug","11--Aug",11,"MISSION","OVERHEAD",14,235,0.059574468
"4181",4181,2020,250,"254","Feb","05--Feb",5,"MISSION","FTS",207.5,741,0.280026991
"1217",1217,2018,280,"284","Apr","07--Apr",7,"MISSION","",0,6,0
"2952",2952,2019,280,"283","Jan","04--Jan",4,"REIMB","",0,8,0
"2037",2037,2019,220,"224","Jan","04--Jan",4,"MISSION","OVERHEAD",44,299,0.147157191
"2895",2895,2019,280,"282","Jan","04--Jan",4,"MISSION","TSRA",0,421,0
"4119",4119,2020,250,"253","Dec","03--Dec",3,"MISSION","FTS",10,41,0.243902439
"4520",4520,2020,260,"264","Sep","12--Sep",12,"REIMB","REIMB",74,168,0.44047619
"2778",2778,2019,260,"264","Jun","09--Jun",9,"MISSION","OVERHEAD",0,437,0
"810",810,2018,250,"255","Sep","12--Sep",12,"MISSION","TSRA",0,219.5,0
"1747",1747,2019,200,"200A1","Apr","07--Apr",7,"MISSION","OVERHEAD",7,126,0.055555556
"3043",3043,2019,280,"284","Oct","01--Oct",1,"MISSION","UNIQ",2,185.5,0.010781671
"808",808,2018,250,"255","Sep","12--Sep",12,"MISSION","FTS",76,787.5,0.096507937
"4323",4323,2020,260,"261","Nov","02--Nov",2,"REIMB","REIMB",0,0,0
"3198",3198,2019,280,"287","Nov","02--Nov",2,"MISSION","FTS",40,650,0.061538462
"3671",3671,2020,220,"220","Mar","06--Mar",6,"MISSION","OVERHEAD",6,176,0.034090909
"1230",1230,2018,280,"284","Dec","03--Dec",3,"MISSION","OVERHEAD",12,126,0.095238095
"1900",1900,2019,210,"213","Mar","06--Mar",6,"MISSION","OVERHEAD",0,472,0
"473",473,2018,240,"243","Apr","07--Apr",7,"MISSION","OVERHEAD",8,331,0.024169184
"222",222,2018,220,"221","Mar","06--Mar",6,"MISSION","TSRA",60,0,0
"2963",2963,2019,280,"283","Mar","06--Mar",6,"MISSION","FTS",31,808,0.038366337
"4341",4341,2020,260,"262","Aug","11--Aug",11,"MISSION","FTS",90.8,1019.5,0.089063266
"2225",2225,2019,240,"243","Sep","12--Sep",12,"MISSION","CMO",0,9,0
"2365",2365,2019,250,"252","Sep","12--Sep",12,"MISSION","UNIQ",86,122,0.704918033
"3871",3871,2020,240,"241","Nov","02--Nov",2,"MISSION","TSRA",0,76,0
"4599",4599,2020,280,"282","Jun","09--Jun",9,"MISSION","OVERHEAD",51.5,184.5,0.279132791
"3052",3052,2019,280,"285","Apr","07--Apr",7,"MISSION","TSRA",0,260,0
"4399",4399,2020,260,"263","Apr","07--Apr",7,"REIMB","REIMB",35,141,0.24822695
"369",369,2018,240,"240","Nov","02--Nov",2,"MISSION","OVERHEAD",1,148,0.006756757
"3688",3688,2020,220,"221","Feb","05--Feb",5,"REIMB","REIMB",55.5,320,0.1734375
"79",79,2018,200,"205C","May","08--May",8,"MISSION","OVERHEAD",0,168,0
"2601",2601,2019,260,"261","Oct","01--Oct",1,"MISSION","OVERHEAD",25,236,0.105932203
"4695",4695,2020,280,"284","Mar","06--Mar",6,"MISSION","CMO",0,92,0
"385",385,2018,240,"241","Dec","03--Dec",3,"MISSION","OVERHEAD",34.5,99,0.348484848
"1236",1236,2018,280,"284","Feb","05--Feb",5,"MISSION","TSRA",35.3,160,0.220625
"2585",2585,2019,260,"261","Mar","06--Mar",6,"MISSION","FTS",668,2013.5,0.331760616
"1368",1368,2018,280,"286","Nov","02--Nov",2,"MISSION","FTS",25,927.5,0.026954178
"2687",2687,2019,260,"263","Dec","03--Dec",3,"MISSION","UNIQ",0,8,0
"1190",1190,2018,280,"283","Jun","09--Jun",9,"MISSION","FTS",138,726.5,0.189951824
"3749",3749,2020,220,"222","Nov","02--Nov",2,"MISSION","CMO",235.2,1359,0.173068433
"3408",3408,2019,290,"294","Jun","09--Jun",9,"MISSION","FTS",20,1253,0.015961692
"575",575,2018,250,"251","Jun","09--Jun",9,"MISSION","TSRA",0,434,0
"4404",4404,2020,260,"263","Aug","11--Aug",11,"REIMB","REIMB",54,183,0.295081967
"4777",4777,2020,280,"286","Jan","04--Jan",4,"MISSION","TSRA",90.5,235,0.385106383
"4465",4465,2020,260,"264","Aug","11--Aug",11,"MISSION","TSRA",10,122,0.081967213
"5120",5120,2020,290,"296","Jun","09--Jun",9,"MISSION","OVERHEAD",3,185,0.016216216
"4807",4807,2020,280,"287","Apr","07--Apr",7,"MISSION","FTS",0,531,0
"1047",1047,2018,260,"264","Oct","01--Oct",1,"MISSION","",0,0,0
"2605",2605,2019,260,"261","Sep","12--Sep",12,"MISSION","CMO",2,104,0.019230769
"3214",3214,2019,290,"290","Feb","05--Feb",5,"MISSION","OVERHEAD",0,125,0
"4530",4530,2020,280,"280","Nov","02--Nov",2,"MISSION","OVERHEAD",0,118,0
"4109",4109,2020,250,"253","Apr","07--Apr",7,"MISSION","FTS",12,172,0.069767442
"4533",4533,2020,280,"281","Apr","07--Apr",7,"MISSION","FTS",77,2470,0.031174089
"1039",1039,2018,260,"264","May","08--May",8,"MISSION","OVERHEAD",0,291,0
"1873",1873,2019,210,"212","Feb","05--Feb",5,"MISSION","",0,60,0
"4071",4071,2020,250,"252","Jan","04--Jan",4,"MISSION","TSRA",34,326,0.104294479
"1508",1508,2018,290,"292","Dec","03--Dec",3,"MISSION","OVERHEAD",0,194,0
"1674",1674,2018,290,"295","Mar","06--Mar",6,"MISSION","TSRA",112,380,0.294736842
"2127",2127,2019,240,"242","Dec","03--Dec",3,"MISSION","CMO",0,39,0
"282",282,2018,220,"223","Aug","11--Aug",11,"REIMB","REIMB",0,3,0
"2999",2999,2019,280,"284","Aug","11--Aug",11,"REIMB","",0,2,0
"3687",3687,2020,220,"221","Feb","05--Feb",5,"MISSION","OVERHEAD",0,293,0
"915",915,2018,260,"262","May","08--May",8,"MISSION","",7,18,0.388888889
"499",499,2018,240,"243","Jul","10--Jul",10,"MISSION","TSRA",0,250,0
"3080",3080,2019,280,"285","Jun","09--Jun",9,"REIMB","",0,35,0
"3507",3507,2019,290,"296","May","08--May",8,"MISSION","OVERHEAD",22,404,0.054455446
"5135",5135,2020,290,"296","Oct","01--Oct",1,"MISSION","TSRA",6,500,0.012
"3131",3131,2019,280,"286","Jun","09--Jun",9,"MISSION","FTS",176.5,873,0.202176403
"3368",3368,2019,290,"293","Mar","06--Mar",6,"MISSION","UNIQ",0,344.5,0
"5108",5108,2020,290,"296","Feb","05--Feb",5,"MISSION","FTS",9,1050,0.008571429
"3121",3121,2019,280,"286","Jan","04--Jan",4,"MISSION","FTS",265.5,967,0.274560496
"526",526,2018,240,"243","Sep","12--Sep",12,"MISSION","OVERHEAD",0,280,0
"390",390,2018,240,"241","Feb","05--Feb",5,"MISSION","FTS",0,151,0
"4700",4700,2020,280,"284","May","08--May",8,"MISSION","FTS",26,552,0.047101449
"1212",1212,2018,280,"283","Sep","12--Sep",12,"MISSION","",62.5,72,0.868055556
"4122",4122,2020,250,"253","Dec","03--Dec",3,"MISSION","UNIQ",0,63.5,0
"4990",4990,2020,290,"293","Nov","02--Nov",2,"MISSION","FTS",72,1147.9,0.062723234
"1218",1218,2018,280,"284","Apr","07--Apr",7,"MISSION","CMO",0,1,0
"5111",5111,2020,290,"296","Jan","04--Jan",4,"MISSION","FTS",38,1236.5,0.030731905
"1571",1571,2018,290,"293","Jul","10--Jul",10,"MISSION","OVERHEAD",0,195,0
"739",739,2018,250,"254","Mar","06--Mar",6,"MISSION","OVERHEAD",32,83,0.385542169
"3650",3650,2020,210,"212","Sep","12--Sep",12,"MISSION","OVERHEAD",9,1200,0.0075
"2818",2818,2019,280,"280","Jun","09--Jun",9,"MISSION","OVERHEAD",0,120,0
"4265",4265,2020,260,"260","Apr","07--Apr",7,"MISSION","OVERHEAD",0,176,0
"3347",3347,2019,290,"293","Dec","03--Dec",3,"MISSION","OVERHEAD",11,145.5,0.075601375
"3654",3654,2020,210,"213","Dec","03--Dec",3,"MISSION","OVERHEAD",0,356.5,0
"3823",3823,2020,240,"240","Sep","12--Sep",12,"MISSION","OVERHEAD",33,328,0.100609756
"4885",4885,2020,290,"291","Jun","09--Jun",9,"MISSION","OVERHEAD",16,417,0.038369305
"2928",2928,2019,280,"282","Sep","12--Sep",12,"MISSION","UNIQ",0,26.5,0
"5129",5129,2020,290,"296","May","08--May",8,"MISSION","TSRA",0,151,0
"2618",2618,2019,260,"262","Aug","11--Aug",11,"MISSION","OVERHEAD",28,557.5,0.050224215
"4901",4901,2020,290,"291","Oct","01--Oct",1,"MISSION","TSRA",0,165,0
"3733",3733,2020,220,"222","Jul","10--Jul",10,"MISSION","",0,0,0
"4123",4123,2020,250,"253","Feb","05--Feb",5,"MISSION","CMO",0,42,0
"517",517,2018,240,"243","Nov","02--Nov",2,"MISSION","OVERHEAD",0,86,0
"3472",3472,2019,290,"295","Oct","01--Oct",1,"MISSION","FTS",305,817,0.373317013
"3633",3633,2020,210,"212","Apr","07--Apr",7,"MISSION","OVERHEAD",0,1292,0
"1187",1187,2018,280,"283","Jul","10--Jul",10,"MISSION","TSRA",137,271,0.505535055
"1785",1785,2019,200,"205B","Jan","04--Jan",4,"MISSION","OVERHEAD",21,136,0.154411765
"4943",4943,2020,290,"292","May","08--May",8,"MISSION","OVERHEAD",0,560,0
"164",164,2018,210,"212","Oct","01--Oct",1,"MISSION","FTS",38,1010,0.037623762
"1610",1610,2018,290,"294","Jul","10--Jul",10,"MISSION","OVERHEAD",0,317,0
"2985",2985,2019,280,"283","Sep","12--Sep",12,"MISSION","FTS",3.5,682,0.005131965
"971",971,2018,260,"263","Mar","06--Mar",6,"MISSION","CMO",32.5,124.7,0.260625501
"4170",4170,2020,250,"254","Apr","07--Apr",7,"MISSION","OVERHEAD",43,267,0.161048689
"4478",4478,2020,260,"264","Jan","04--Jan",4,"MISSION","CMO",672,773.5,0.868778281
"3220",3220,2019,290,"290","Nov","02--Nov",2,"MISSION","OVERHEAD",0,140,0
"102",102,2018,210,"211","Dec","03--Dec",3,"MISSION","FTS",0,126,0
"4154",4154,2020,250,"253","Nov","02--Nov",2,"MISSION","FTS",37,134,0.276119403
"4099",4099,2020,250,"252","Oct","01--Oct",1,"MISSION","CMO",0,136,0
"214",214,2018,220,"221","Jul","10--Jul",10,"MISSION","OVERHEAD",2,264,0.007575758
"1621",1621,2018,290,"294","May","08--May",8,"MISSION","FTS",27,1422.5,0.018980668
"3320",3320,2019,290,"292","May","08--May",8,"MISSION","OVERHEAD",0,228,0
"4298",4298,2020,260,"261","Jan","04--Jan",4,"MISSION","TSRA",0,123,0
"1185",1185,2018,280,"283","Jul","10--Jul",10,"MISSION","FTS",15.5,749.5,0.020680454
"3461",3461,2019,290,"295","Mar","06--Mar",6,"MISSION","TSRA",248.5,394,0.63071066
"69",69,2018,200,"205B","Sep","12--Sep",12,"MISSION","OVERHEAD",26,152,0.171052632
"3117",3117,2019,280,"286","Feb","05--Feb",5,"MISSION","OVERHEAD",0,134,0
"4511",4511,2020,260,"264","Oct","01--Oct",1,"MISSION","CMO",459.5,1107.5,0.41489842
"1657",1657,2018,290,"295","Jan","04--Jan",4,"MISSION","FTS",44.5,416,0.106971154
"3517",3517,2019,290,"296","Sep","12--Sep",12,"MISSION","TSRA",0,164,0
"5043",5043,2020,290,"294","Sep","12--Sep",12,"MISSION","TSRA",32,418,0.076555024
"344",344,2018,220,"224","Nov","02--Nov",2,"REIMB","REIMB",1,83,0.012048193
"846",846,2018,260,"261","Jul","10--Jul",10,"MISSION","OVERHEAD",46,512,0.08984375
"2105",2105,2019,240,"241","May","08--May",8,"MISSION","FTS",0,38,0
"1083",1083,2018,280,"281","Jan","04--Jan",4,"MISSION","TSRA",91.5,250,0.366
"119",119,2018,210,"211","Mar","06--Mar",6,"MISSION","OVERHEAD",0,207,0
"2432",2432,2019,250,"254","Apr","07--Apr",7,"MISSION","TSRA",303,604,0.501655629
"987",987,2018,260,"263","Oct","01--Oct",1,"MISSION","FTS",304.5,720,0.422916667
"3698",3698,2020,220,"221","Jun","09--Jun",9,"REIMB","REIMB",110.5,490,0.225510204
"1770",1770,2019,200,"205A","Jun","09--Jun",9,"MISSION","OVERHEAD",90.5,1426,0.063464236
"1607",1607,2018,290,"294","Jan","04--Jan",4,"MISSION","OVERHEAD",0,201,0
"3552",3552,2020,200,"205B","Apr","07--Apr",7,"MISSION","OVERHEAD",6.5,145,0.044827586
"1117",1117,2018,280,"282","Apr","07--Apr",7,"REIMB","REIMB",8,8,1
"4145",4145,2020,250,"253","Mar","06--Mar",6,"MISSION","FTS",0,4.5,0
"3635",3635,2020,210,"212","Aug","11--Aug",11,"MISSION","OVERHEAD",0,1169.5,0
"434",434,2018,240,"242","Apr","07--Apr",7,"MISSION","FTS",0,3,0
"3390",3390,2019,290,"294","Aug","11--Aug",11,"MISSION","OVERHEAD",0,178,0
"3096",3096,2019,280,"285","Oct","01--Oct",1,"MISSION","TSRA",10.5,412.5,0.025454545
"4125",4125,2020,250,"253","Feb","05--Feb",5,"MISSION","OVERHEAD",48.5,745,0.065100671
"2670",2670,2019,260,"262","Sep","12--Sep",12,"MISSION","TSRA",51,283,0.180212014
"232",232,2018,220,"221","Oct","01--Oct",1,"REIMB","REIMB",23.5,92,0.255434783
"486",486,2018,240,"243","Feb","05--Feb",5,"MISSION","FTS",0,1071.5,0
"513",513,2018,240,"243","May","08--May",8,"MISSION","TSRA",0,224.5,0
"1435",1435,2018,290,"290","Jan","04--Jan",4,"MISSION","OVERHEAD",0,135.5,0
"4124",4124,2020,250,"253","Feb","05--Feb",5,"MISSION","FTS",35,108,0.324074074
"2976",2976,2019,280,"283","Nov","02--Nov",2,"MISSION","TSRA",0,128,0
"1010",1010,2018,260,"264","Feb","05--Feb",5,"MISSION","CMO",211.5,762,0.277559055
"3975",3975,2020,250,"250","Apr","07--Apr",7,"MISSION","OVERHEAD",47,352,0.133522727
"4261",4261,2020,250,"255","Sep","12--Sep",12,"MISSION","CMO",0,27,0
"3155",3155,2019,280,"286","Sep","12--Sep",12,"MISSION","TSRA",37,401.5,0.092154421
"3648",3648,2020,210,"212","Nov","02--Nov",2,"MISSION","OVERHEAD",48.3,841,0.057431629
"933",933,2018,260,"262","Sep","12--Sep",12,"MISSION","FTS",81,816,0.099264706
"3026",3026,2019,280,"284","Mar","06--Mar",6,"MISSION","OVERHEAD",0,774.5,0
"3518",3518,2020,200,"200A","Apr","07--Apr",7,"MISSION","OVERHEAD",6.3,168,0.0375
"1134",1134,2018,280,"282","Jul","10--Jul",10,"MISSION","FTS",22,1126.5,0.019529516
"3886",3886,2020,240,"242","Apr","07--Apr",7,"REIMB","REIMB",0,258,0
"1835",1835,2019,210,"211","Jan","04--Jan",4,"MISSION","OVERHEAD",34.5,201,0.171641791
"2460",2460,2019,250,"254","Jun","09--Jun",9,"MISSION","UNIQ",0,20,0
"1704",1704,2018,290,"296","Dec","03--Dec",3,"MISSION","TSRA",0,415.5,0
"4689",4689,2020,280,"284","Jul","10--Jul",10,"MISSION","OVERHEAD",0,1249.5,0
"628",628,2018,250,"252","Jun","09--Jun",9,"MISSION","",16.2,24,0.675
"2452",2452,2019,250,"254","Jul","10--Jul",10,"MISSION","CMO",0,88,0
"2157",2157,2019,240,"242","Nov","02--Nov",2,"MISSION","",0,0,0
"4114",4114,2020,250,"253","Aug","11--Aug",11,"MISSION","FTS",11,130,0.084615385
"557",557,2018,250,"251","Feb","05--Feb",5,"MISSION","CMO",8,82,0.097560976
"3062",3062,2019,280,"285","Dec","03--Dec",3,"MISSION","UNIQ",0,96,0
"2802",2802,2019,260,"264","Oct","01--Oct",1,"MISSION","OVERHEAD",11,224,0.049107143
"2804",2804,2019,260,"264","Oct","01--Oct",1,"MISSION","UNIQ",0,64,0
"55",55,2018,200,"205A","Nov","02--Nov",2,"REIMB","REIMB",7.5,0,0
"4504",4504,2020,260,"264","Nov","02--Nov",2,"MISSION","",2,109,0.018348624
"2515",2515,2019,250,"255","May","08--May",8,"REIMB","",0,98,0
"239",239,2018,220,"222","Aug","11--Aug",11,"MISSION","CMO",416.5,2285.5,0.182235835
"2137",2137,2019,240,"242","Jan","04--Jan",4,"MISSION","CMO",0,26,0
"3337",3337,2019,290,"292","Sep","12--Sep",12,"MISSION","UNIQ",0,8,0
"910",910,2018,260,"262","Mar","06--Mar",6,"MISSION","CMO",32,111,0.288288288
"1694",1694,2018,290,"295","Sep","12--Sep",12,"MISSION","TSRA",174,360,0.483333333
"3550",3550,2020,200,"205A","Oct","01--Oct",1,"MISSION","OVERHEAD",40,1348,0.029673591
"1813",1813,2019,210,"210","Mar","06--Mar",6,"MISSION","OVERHEAD",20,158,0.126582278
"3713",3713,2020,220,"221","Sep","12--Sep",12,"MISSION","CMO",148,2872,0.051532033
"1102",1102,2018,280,"281","Nov","02--Nov",2,"MISSION","OVERHEAD",2,11.5,0.173913043
"651",651,2018,250,"252","Sep","12--Sep",12,"MISSION","",76,143,0.531468531
"938",938,2018,260,"263","Apr","07--Apr",7,"MISSION","OVERHEAD",36.5,85,0.429411765
"4315",4315,2020,260,"261","May","08--May",8,"MISSION","OVERHEAD",20,214,0.093457944
"4187",4187,2020,250,"254","Jan","04--Jan",4,"MISSION","TSRA",0,433,0
"4492",4492,2020,260,"264","Jun","09--Jun",9,"REIMB","REIMB",59,332,0.177710843
"4717",4717,2020,280,"285","Apr","07--Apr",7,"MISSION","TSRA",0,168,0
"4372",4372,2020,260,"262","Mar","06--Mar",6,"MISSION","TSRA",0,316,0
"2465",2465,2019,250,"254","May","08--May",8,"MISSION","FTS",149.5,742,0.20148248
"2759",2759,2019,260,"264","Feb","05--Feb",5,"MISSION","TSRA",98.5,186.5,0.528150134
"4048",4048,2020,250,"252","Apr","07--Apr",7,"MISSION","OVERHEAD",0,750,0
"467",467,2018,240,"242","Oct","01--Oct",1,"REIMB","REIMB",0,16,0
